Rank,College Name,Course,Alloted Category,Round,Year,College Category
844,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM BX,Round 3,2025,Government
845,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM,Round 3,2024,Government
845,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 1,2025,Government
846,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 2,2024,Government
846,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM,Round 3,2025,Government
847,"TCM : Govt. Medical College, Thrissur.",MBBS,SM EZ,Round 3,2024,Government
847,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 2,2025,Government
848,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM,Round 3,2024,Government
848,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
849,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM,Round 3,2024,Government
849,"TCM : Govt. Medical College, Thrissur.",MBBS,SM BH,Round 3,2025,Government
850,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2024,Government
850,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
851,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
851,"MLP : Govt. Medical College, Manjeri.",MBBS,SM MU,Round 3,2025,Government
852,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2024,Government
852,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,SM,Round 3,2025,Government
853,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 2,2024,Government
853,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM,Round 3,2025,Government
854,"MLP : Govt. Medical College, Manjeri.",MBBS,SM MU,Round 3,2025,Government
855,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
856,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
856,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
857,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
857,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM,Round 3,2025,Government
858,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 2,2024,Government
858,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
859,"TCM : Govt. Medical College, Thrissur.",MBBS,SM EZ,Round 3,2024,Government
859,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
860,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
860,KNM : Government Medical College Kannur.,MBBS,SM,Round 2,2025,Government
861,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
861,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
862,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
863,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
863,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
864,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
865,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
865,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
866,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2025,Government
867,KNM : Government Medical College Kannur.,MBBS,EZ,Round 1,2024,Government
868,"KKM : Govt. Medical College, Kozhikkode.",MBBS,SM EW,Round 3,2024,Government
868,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
869,"MLP : Govt. Medical College, Manjeri.",MBBS,SM MU,Round 3,2025,Government
870,"KTM : Govt. Medical College, Kottayam.",MBBS,SM BH,Round 3,2024,Government
870,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
871,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
871,"MLP : Govt. Medical College, Manjeri.",MBBS,SM MU,Round 3,2025,Government
872,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM BH,Round 3,2024,Government
872,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2025,Government
873,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,SM,Round 2,2024,Government
874,"MLP : Govt. Medical College, Manjeri.",MBBS,FL MU,Round 1,2024,Government
874,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
875,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
875,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
876,KNM : Government Medical College Kannur.,MBBS,SM,Round 2,2024,Government
877,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
877,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
878,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 2,2024,Government
878,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 2,2025,Government
879,"KTM : Govt. Medical College, Kottayam.",MBBS,SM BH,Round 3,2024,Government
880,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM EW,Round 3,2024,Government
880,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2025,Government
881,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
881,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
882,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
883,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2025,Government
884,"MLP : Govt. Medical College, Manjeri.",MBBS,EZ,Round 1,2024,Government
884,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2025,Government
885,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
886,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM LA,Round 3,2024,Government
886,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
887,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
887,"MLP : Govt. Medical College, Manjeri.",MBBS,SM MU,Round 3,2025,Government
888,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
888,"MLP : Govt. Medical College, Manjeri.",MBBS,SM MU,Round 3,2025,Government
889,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM BH,Round 3,2025,Government
890,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
891,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 2,2024,Government
891,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
892,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
892,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 2,2025,Government
893,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
894,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
894,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
895,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,SM,Round 3,2024,Government
895,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
897,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
897,"KTM : Govt. Medical College, Kottayam.",MBBS,SM EW,Round 3,2025,Government
898,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
899,"KTM : Govt. Medical College, Kottayam.",MBBS,SM VK,Round 3,2024,Government
899,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
901,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
902,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
902,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2025,Government
903,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2024,Government
904,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
904,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2025,Government
905,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2025,Government
906,"TCM : Govt. Medical College, Thrissur.",MBBS,SM VK,Round 3,2024,Government
906,"PTM : Government Medical College, Konni, Pathanamthitta.",MBBS,MU,Round 1,2025,Government
907,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
907,"MLP : Govt. Medical College, Manjeri.",MBBS,SM MU,Round 3,2025,Government
908,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
908,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2025,Government
909,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2024,Government
909,KNM : Government Medical College Kannur.,MBBS,MU,Round 3,2025,Government
910,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
910,"KKM : Govt. Medical College, Kozhikkode.",MBBS,DV,Round 3,2025,Government
911,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
911,KNM : Government Medical College Kannur.,MBBS,MU,Round 3,2025,Government
912,"ALP : T D Govt. Medical College, Alappuzha",MBBS,EZ,Round 3,2025,Government
913,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
914,IDM : Government Medical College Idukki,MBBS,MU,Round 1,2025,Government
915,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
915,KNM : Government Medical College Kannur.,MBBS,MU,Round 3,2025,Government
916,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 1,2024,Government
916,IDM : Government Medical College Idukki,MBBS,MU,Round 1,2025,Government
917,KNM : Government Medical College Kannur.,MBBS,EZ,Round 1,2024,Government
918,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2024,Government
918,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2025,Government
919,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
919,KNM : Government Medical College Kannur.,MBBS,MU,Round 3,2025,Government
920,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
920,KNM : Government Medical College Kannur.,MBBS,MU,Round 3,2025,Government
921,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
921,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2025,Government
922,"TCM : Govt. Medical College, Thrissur.",MBBS,VK,Round 3,2025,Government
923,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,EW,Round 3,2025,Government
924,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,FL EZ,Round 1,2024,Government
924,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2025,Government
925,"TCM : Govt. Medical College, Thrissur.",MBBS,BH,Round 1,2024,Government
925,KNM : Government Medical College Kannur.,MBBS,MU,Round 3,2025,Government
926,"KTM : Govt. Medical College, Kottayam.",MBBS,SM EW,Round 3,2024,Government
926,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2025,Government
927,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,SM EW,Round 3,2024,Government
928,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
928,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2025,Government
929,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
930,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 1,2024,Government
930,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 2,2025,Government
931,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
932,"JMC : Jubilee Mission Medical College, Thrisur.",MBBS,AM,Round 1,2024,Private
933,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 1,2024,Government
933,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2025,Government
934,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
934,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2025,Government
936,KNM : Government Medical College Kannur.,MBBS,EZ,Round 1,2024,Government
936,"ALP : T D Govt. Medical College, Alappuzha",MBBS,BH,Round 3,2025,Government
937,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
937,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 3,2025,Government
938,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
939,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
939,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 2,2025,Government
940,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2025,Government
941,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM EZ,Round 3,2024,Government
941,"KKM : Govt. Medical College, Kozhikkode.",MBBS,LA,Round 3,2025,Government
943,"TCM : Govt. Medical College, Thrissur.",MBBS,SM VK,Round 3,2024,Government
943,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 3,2025,Government
944,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 3,2025,Government
945,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
945,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2025,Government
946,"JMC : Jubilee Mission Medical College, Thrisur.",MBBS,AM,Round 2,2025,Private
947,KNM : Government Medical College Kannur.,MBBS,SM,Round 3,2024,Government
947,"KKM : Govt. Medical College, Kozhikkode.",MBBS,LA,Round 3,2025,Government
948,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 1,2024,Government
948,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 3,2025,Government
949,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
950,"MLP : Govt. Medical College, Manjeri.",MBBS,SM,Round 3,2024,Government
950,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 2,2025,Government
951,"KTM : Govt. Medical College, Kottayam.",MBBS,SM BH,Round 3,2024,Government
951,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 3,2025,Government
952,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,SM,Round 3,2024,Government
952,"MLP : Govt. Medical College, Manjeri.",MBBS,EZ,Round 3,2025,Government
953,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 1,2024,Government
954,"CMC : Govt. Medical College, Ernakulam.",MBBS,SM,Round 3,2024,Government
954,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 2,2025,Government
955,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2025,Government
956,"ALP : T D Govt. Medical College, Alappuzha",MBBS,SM MU,Round 3,2024,Government
956,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,EW,Round 3,2025,Government
957,"MLP : Govt. Medical College, Manjeri.",MBBS,MU,Round 3,2024,Government
957,KNM : Government Medical College Kannur.,MBBS,EZ,Round 3,2025,Government
958,"MLP : Govt. Medical College, Manjeri.",MBBS,EZ,Round 3,2024,Government
958,"TVM : Govt. Medical College, Thiruvananthapuram.",MBBS,DV,Round 3,2025,Government
959,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2024,Government
959,"ALP : T D Govt. Medical College, Alappuzha",MBBS,EZ,Round 3,2025,Government
960,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 2,2024,Government
960,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 3,2025,Government
961,"MLP : Govt. Medical College, Manjeri.",MBBS,EZ,Round 1,2024,Government
962,"CMC : Govt. Medical College, Ernakulam.",MBBS,EZ,Round 3,2024,Government
962,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 3,2025,Government
963,"KKM : Govt. Medical College, Kozhikkode.",MBBS,KN,Round 3,2024,Government
963,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 3,2025,Government
964,"KKM : Govt. Medical College, Kozhikkode.",MBBS,EW,Round 3,2024,Government
964,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 3,2025,Government
966,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 3,2025,Government
967,"ALP : T D Govt. Medical College, Alappuzha",MBBS,BH,Round 3,2025,Government
968,"KKM : Govt. Medical College, Kozhikkode.",MBBS,EW,Round 3,2024,Government
968,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 3,2025,Government
969,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 3,2025,Government
970,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2024,Government
971,"TCM : Govt. Medical College, Thrissur.",MBBS,BH,Round 3,2024,Government
972,"MLP : Govt. Medical College, Manjeri.",MBBS,FL MU,Round 2,2024,Government
972,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 3,2025,Government
973,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2024,Government
973,"KKM : Govt. Medical College, Kozhikkode.",MBBS,EW,Round 3,2025,Government
974,"MLP : Govt. Medical College, Manjeri.",MBBS,MU,Round 3,2024,Government
974,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2025,Government
975,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2025,Government
976,"MLP : Govt. Medical College, Manjeri.",MBBS,MU,Round 3,2024,Government
976,"ALP : T D Govt. Medical College, Alappuzha",MBBS,EZ,Round 3,2025,Government
977,"ALP : T D Govt. Medical College, Alappuzha",MBBS,EZ,Round 3,2025,Government
978,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2024,Government
978,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 3,2025,Government
979,"TCM : Govt. Medical College, Thrissur.",MBBS,EW,Round 1,2025,Government
980,"JMC : Jubilee Mission Medical College, Thrisur.",MBBS,AM,Round 1,2025,Private
981,"MLP : Govt. Medical College, Manjeri.",MBBS,MU,Round 3,2024,Government
981,"MLP : Govt. Medical College, Manjeri.",MBBS,BH,Round 3,2025,Government
982,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2024,Government
982,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,MU,Round 3,2025,Government
983,"MLP : Govt. Medical College, Manjeri.",MBBS,MU,Round 3,2024,Government
984,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,EZ,Round 3,2024,Government
984,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,MU,Round 2,2025,Government
985,"MLP : Govt. Medical College, Manjeri.",MBBS,MU,Round 3,2024,Government
985,"CMC : Govt. Medical College, Ernakulam.",MBBS,FL MU,Round 3,2025,Government
988,"MLP : Govt. Medical College, Manjeri.",MBBS,MU,Round 3,2024,Government
989,"MLP : Govt. Medical College, Manjeri.",MBBS,FL MU,Round 3,2024,Government
990,"KTM : Govt. Medical College, Kottayam.",MBBS,LA,Round 3,2025,Government
992,"CMC : Govt. Medical College, Ernakulam.",MBBS,MU,Round 3,2024,Government
994,"TCM : Govt. Medical College, Thrissur.",MBBS,BH,Round 3,2024,Government
995,"MLP : Govt. Medical College, Manjeri.",MBBS,FL MU,Round 2,2024,Government
996,"MLP : Govt. Medical College, Manjeri.",MBBS,FL MU,Round 3,2024,Government
996,"ALP : T D Govt. Medical College, Alappuzha",MBBS,EZ,Round 3,2025,Government
997,"KTM : Govt. Medical College, Kottayam.",MBBS,EW,Round 3,2024,Government
997,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2025,Government
998,"MLP : Govt. Medical College, Manjeri.",MBBS,FL MU,Round 3,2024,Government
998,"KLM : Govt. Medical College, Parippally, Kollam.",MBBS,FL MU,Round 2,2025,Government
999,"ALP : T D Govt. Medical College, Alappuzha",MBBS,EZ,Round 3,2024,Government
999,KNM : Government Medical College Kannur.,MBBS,EZ,Round 3,2025,Government
1000,IDM : Government Medical College Idukki,MBBS,MU,Round 1,2024,Government
1000,"ALP : T D Govt. Medical College, Alappuzha",MBBS,MU,Round 3,2025,Government
1002,"CMC : Govt. Medical College, Ernakulam.",MBBS,EZ,Round 3,2024,Government
1002,KNM : Government Medical College Kannur.,MBBS,FL MU,Round 3,2025,Government
1003,"MLP : Govt. Medical College, Manjeri.",MBBS,FL MU,Round 3,2024,Government
